sample_id,dataset,split,mode,cation,anion,species,species_type,refrigerant,T_K,P_MPa,true_x1,pred_mu,pred_sigma,abs_error
[bmim]__[TTES]__R32__298.15__0.3996,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R32,298.15,0.3996,0.3339999914169311,0.32729317545890807,0.00848159363004369,0.006706815958023027
[bmim]__[TTES]__R32__298.15__0.55,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R32,298.15,0.55,0.4280000030994415,0.4288731515407562,0.008722315790040227,0.0008731484413147528
[bmim]__[TTES]__R32__298.15__0.6997,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R32,298.15,0.6997,0.5099999904632568,0.5098277568817139,0.008690002814272166,0.00017223358154294655
[bmim]__[TTES]__R32__298.15__0.8495,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R32,298.15,0.8495,0.5830000042915344,0.5752630710601807,0.007686287138908094,0.007736933231353715
[bmim]__[TTES]__R32__298.15__0.9992,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R32,298.15,0.9992,0.6499999761581421,0.6355147242546082,0.007623928590377362,0.014485251903533891
[bmim]__[TTES]__R134a__283.2__0.0103,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,283.2,0.0103,0.0260000005364418,0.061016786843538263,0.0124509236329154,0.03501678630709647
[bmim]__[TTES]__R134a__283.2__0.05,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,283.2,0.05,0.1169999986886978,0.11161116212606426,0.01292204609197116,0.005388836562633545
[bmim]__[TTES]__R134a__283.15__0.1003,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,283.15,0.1003,0.2249999940395355,0.1985238701105117,0.008197776806127877,0.026476123929023793
[bmim]__[TTES]__R134a__283.15__0.1502,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,283.15,0.1502,0.3269999921321869,0.3034411549568176,0.006664891391289209,0.023558837175369274
[bmim]__[TTES]__R134a__282.1__0.2002,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,282.1,0.2002,0.4259999990463257,0.4177753090858459,0.01265305064349266,0.008224689960479759
[bmim]__[TTES]__R134a__283.1__0.2505,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,283.1,0.2505,0.515999972820282,0.4939422070980072,0.01150581500892708,0.022057765722274802
[bmim]__[TTES]__R134a__283.1__0.2995,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,283.1,0.2995,0.6299999952316284,0.5659615516662597,0.011459452522708254,0.0640384435653687
[bmim]__[TTES]__R134a__283.1__0.3505,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,283.1,0.3505,0.7480000257492065,0.6317905306816101,0.012812975699449463,0.11620949506759648
[bmim]__[TTES]__R134a__298.1__0.0102,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,298.1,0.0102,0.0170000009238719,0.038255698978900875,0.006830218797939173,0.021255698055028974
[bmim]__[TTES]__R134a__298.1__0.0503,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,298.1,0.0503,0.0750000029802322,0.06863322779536243,0.007553203414741719,0.0063667751848697635
[bmim]__[TTES]__R134a__298.2__0.1002,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,298.2,0.1002,0.1439999938011169,0.11946093589067457,0.007712208739940787,0.024539057910442322
[bmim]__[TTES]__R134a__298__0.1502,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,298.0,0.1502,0.2090000063180923,0.18989343345165252,0.005727144961743986,0.01910657286643977
[bmim]__[TTES]__R134a__298.1__0.2003,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,298.1,0.2003,0.2730000019073486,0.2619130194187164,0.004647908366835875,0.011086982488632158
[bmim]__[TTES]__R134a__298.15__0.2504,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,298.15,0.2504,0.3330000042915344,0.33003881573677063,0.006335940494702757,0.002961188554763794
[bmim]__[TTES]__R134a__298.1__0.3001,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,298.1,0.3001,0.3919999897480011,0.395839786529541,0.005869304986599061,0.003839796781539895
[bmim]__[TTES]__R134a__297.9__0.3501,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,297.9,0.3501,0.453000009059906,0.46090883016586304,0.005924679121180661,0.007908821105957031
[bmim]__[TTES]__R134a__323.15__0.0105,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,323.15,0.0105,0.0089999996125698,0.025048338249325702,0.00453966343169556,0.0160483386367559
[bmim]__[TTES]__R134a__323.15__0.0503,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,323.15,0.0503,0.0390000008046627,0.04450348988175388,0.0047103605394546956,0.005503489077091181
[bmim]__[TTES]__R134a__323.15__0.1002,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,323.15,0.1002,0.0759999975562095,0.07289755195379254,0.004351741367228521,0.003102445602416959
[bmim]__[TTES]__R134a__323.15__0.1502,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,323.15,0.1502,0.1120000034570694,0.10516148209571834,0.0027949296807634636,0.00683852136135106
[bmim]__[TTES]__R134a__323.15__0.2003,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,323.15,0.2003,0.1459999978542328,0.13952237665653228,0.00332730997345716,0.006477621197700512
[bmim]__[TTES]__R134a__323.15__0.2503,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,323.15,0.2503,0.1800000071525573,0.17371690273284907,0.003055370282301884,0.006283104419708224
[bmim]__[TTES]__R134a__323.15__0.3004,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,323.15,0.3004,0.2129999995231628,0.20431230366230008,0.0047090852436598,0.00868769586086271
[bmim]__[TTES]__R134a__323.15__0.3502,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,323.15,0.3502,0.2450000047683715,0.23441580235958098,0.0076036820474132735,0.010584202408790516
[bmim]__[TTES]__R134a__348.15__0.0103,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,348.15,0.0103,0.0049999998882412,0.010865248367190338,0.00513245326081101,0.005865248478949138
[bmim]__[TTES]__R134a__348.1__0.0505,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,348.1,0.0505,0.0230000000447034,0.02766140736639494,0.005745321760917286,0.004661407321691541
[bmim]__[TTES]__R134a__348.1__0.1005,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,348.1,0.1005,0.0450000017881393,0.04809261262416832,0.006228774491224203,0.0030926108360290194
[bmim]__[TTES]__R134a__348.05__0.1503,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,348.05,0.1503,0.06700000166893,0.06761377602815624,0.00562626805280509,0.0006137743592262435
[bmim]__[TTES]__R134a__348.05__0.2004,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,348.05,0.2004,0.0879999995231628,0.08603745400905602,0.005647453583305057,0.001962545514106781
[bmim]__[TTES]__R134a__348.1__0.2504,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,348.1,0.2504,0.1089999973773956,0.10535649359226225,0.005001474312439386,0.0036435037851333535
[bmim]__[TTES]__R134a__348.1__0.3002,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,348.1,0.3002,0.1289999932050705,0.12447258830070491,0.005630600023963311,0.004527404904365581
[bmim]__[TTES]__R134a__348.1__0.3504,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R134A,348.1,0.3504,0.1490000039339065,0.14259195923805237,0.006901864011292537,0.006408044695854126
[hmim]__[OTf]__R32__303.2__0.0522,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R32,303.2,0.0522,0.0326300002634525,0.04295145198702808,0.011204843571488316,0.010321451723575577
[hmim]__[OTf]__R32__313.2__0.0586,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R32,313.2,0.0586,0.0297500006854534,0.0427875138819217,0.008466290582224418,0.0130375131964683
[hmim]__[OTf]__R32__323.2__0.0627,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R32,323.2,0.0627,0.0262299999594688,0.04115867614746088,0.0062045374585340506,0.014928676187992082
[hmim]__[OTf]__R32__333.2__0.0651,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R32,333.2,0.0651,0.0226799994707107,0.0386987894773483,0.004611178432253401,0.016018790006637598
[hmim]__[OTf]__R32__343.2__0.0683,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R32,343.2,0.0683,0.0201500002294778,0.03663643002510066,0.002940745411878862,0.016486429795622863
[hmim]__[OTf]__R161__303.2__0.0405,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R161,303.2,0.0405,0.0393199995160102,0.031412949413061095,0.008965615399590392,0.007907050102949106
[hmim]__[OTf]__R161__313.2__0.049,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R161,313.2,0.049,0.0376899987459182,0.0320794083178043,0.008020611768710396,0.005610590428113897
[hmim]__[OTf]__R161__323.2__0.0508,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R161,323.2,0.0508,0.0315500013530254,0.02964135184884068,0.0062289907551380756,0.0019086495041847201
[hmim]__[OTf]__R161__333.2__0.0534,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R161,333.2,0.0534,0.0271099992096424,0.02817405126988882,0.004318525199609771,0.0010640520602464218
[hmim]__[OTf]__R161__343.2__0.0587,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R161,343.2,0.0587,0.024660000577569,0.0273098967969417,0.0027498509405570453,0.0026498962193726994
[hmim]__[OTf]__R152a__303.2__0.0329,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R152A,303.2,0.0329,0.0411299988627433,0.05130384191870687,0.010026735707194291,0.010173843055963569
[hmim]__[OTf]__R152a__313.2__0.0408,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R152A,313.2,0.0408,0.0396099984645843,0.0465570744127035,0.009166258461076368,0.006947075948119198
[hmim]__[OTf]__R152a__323.2__0.046,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R152A,323.2,0.046,0.0353900007903575,0.0422077979892492,0.008478800702660733,0.006817797198891702
[hmim]__[OTf]__R152a__333.2__0.0525,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R152A,333.2,0.0525,0.0324099995195865,0.0397183064371347,0.007859873947918207,0.007308306917548198
[hmim]__[OTf]__R152a__343.2__0.0563,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R152A,343.2,0.0563,0.0284299999475479,0.03682972826063626,0.007193016979118406,0.008399728313088363
[hmim]__[OTf]__R143a__303.2__0.0646,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R143A,303.2,0.0646,0.0230700001120567,0.0263930086046457,0.0036959385757518435,0.0033230084925889997
[hmim]__[OTf]__R143a__313.2__0.077,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R143A,313.2,0.077,0.0224500000476837,0.0287532895803451,0.0028504835685954793,0.006303289532661401
[hmim]__[OTf]__R143a__323.2__0.0768,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R143A,323.2,0.0768,0.0185499992221593,0.0261599395424127,0.0025827822507698203,0.007609940320253403
[hmim]__[OTf]__R143a__333.2__0.0823,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R143A,333.2,0.0823,0.01655999943614,0.02511858679354186,0.002549952979586182,0.008558587357401858
[hmim]__[OTf]__R143a__343.2__0.0837,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R143A,343.2,0.0837,0.0142599996179342,0.022941818833351082,0.002628291711526077,0.008681819215416883
[hmim]__[OTf]__R125__303.2__0.0609,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R125,303.2,0.0609,0.0248600002378225,0.03730060830712312,0.0028208983984320183,0.012440608069300616
[hmim]__[OTf]__R125__313.2__0.0667,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R125,313.2,0.0667,0.0215199999511241,0.03371971361339088,0.001678679166369746,0.012199713662266777
[hmim]__[OTf]__R125__323.2__0.0708,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R125,323.2,0.0708,0.018300000578165,0.0292255505919456,0.001976443446971858,0.0109255500137806
[hmim]__[OTf]__R125__333.2__0.0752,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R125,333.2,0.0752,0.0157999992370605,0.025777382403612097,0.001760148120118987,0.009977383166551598
[hmim]__[OTf]__R125__343.2__0.0804,Split_B,B1,Mthermo,hmim,OTf,OTF,anion,R125,343.2,0.0804,0.0139300003647804,0.023714922368526396,0.0016958549728531226,0.009784922003745996
[C7mim]__[TFES]__R32__298.15__0.0099,Split_B,B1,Mthermo,C7mim,TFES,TFES,anion,R32,298.15,0.0099,0.0080000003799796,0.025702052749693338,0.012131863570225446,0.017702052369713738
[C7mim]__[TFES]__R32__298.15__0.1002,Split_B,B1,Mthermo,C7mim,TFES,TFES,anion,R32,298.15,0.1002,0.0810000002384185,0.07597745135426516,0.016572125131677915,0.0050225488841533356
[C7mim]__[TFES]__R32__298.15__0.251,Split_B,B1,Mthermo,C7mim,TFES,TFES,anion,R32,298.15,0.251,0.1909999996423721,0.19973440468311304,0.020250298271735,0.008734405040740939
[C7mim]__[TFES]__R32__298.15__0.3988,Split_B,B1,Mthermo,C7mim,TFES,TFES,anion,R32,298.15,0.3988,0.2879999876022339,0.30873783826828005,0.011370958394768203,0.020737850666046165
[C7mim]__[TFES]__R32__298.15__0.5497,Split_B,B1,Mthermo,C7mim,TFES,TFES,anion,R32,298.15,0.5497,0.3740000128746032,0.4013830482959747,0.0052723402492391444,0.027383035421371493
[C7mim]__[TFES]__R32__298.15__0.6987,Split_B,B1,Mthermo,C7mim,TFES,TFES,anion,R32,298.15,0.6987,0.4519999921321869,0.4715202391147614,0.0034044782608835095,0.019520246982574485
[C7mim]__[TFES]__R32__298.15__0.8479,Split_B,B1,Mthermo,C7mim,TFES,TFES,anion,R32,298.15,0.8479,0.5230000019073486,0.5307847619056701,0.00607116199968084,0.007784759998321511
[C7mim]__[TFES]__R32__298.15__0.998,Split_B,B1,Mthermo,C7mim,TFES,TFES,anion,R32,298.15,0.998,0.5920000076293945,0.5872027039527893,0.009775830142299753,0.004797303676605247
[omim]__[TFES]__R23__298.1__0.0521,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,0.0521,0.0140000004321336,0.02571382857859132,0.005616405570202411,0.011713828146457718
[omim]__[TFES]__R23__298.1__0.1018,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,0.1018,0.0299999993294477,0.04222080782055852,0.006528338157759961,0.012220808491110822
[omim]__[TFES]__R23__298.1__0.2502,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,0.2502,0.0750000029802322,0.07941989898681638,0.002652588177660317,0.004419896006584184
[omim]__[TFES]__R23__298.1__0.5013,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,0.5013,0.1449999958276748,0.14066730737686153,0.008188223338676266,0.004332688450813277
[omim]__[TFES]__R23__298.1__0.7499,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,0.7499,0.2090000063180923,0.19258689582347865,0.004979179275955492,0.016413110494613636
[omim]__[TFES]__R23__298.1__1.001,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,1.001,0.2680000066757202,0.23905259966850276,0.0060261807650300245,0.028947407007217457
[omim]__[TFES]__R23__298.1__1.2511,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,1.2511,0.3230000138282776,0.28871880769729613,0.009484599458224514,0.034281206130981456
[omim]__[TFES]__R23__298.1__1.4997,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,1.4997,0.3720000088214874,0.34437981247901917,0.01435244453416415,0.02762019634246826
[omim]__[TFES]__R23__298.1__1.7507,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,1.7507,0.4189999997615814,0.40921220779418943,0.018693607913306758,0.00978779196739199
[omim]__[TFES]__R23__298.1__1.9995,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,1.9995,0.4620000123977661,0.4820745766162872,0.02383204549379089,0.020074564218521107
[omim]__[TFES]__R23__298.1__1.7502,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,1.7502,0.4189999997615814,0.4090741515159607,0.01868382476467024,0.009925848245620705
[omim]__[TFES]__R23__298.1__1.5007,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,1.5007,0.3720000088214874,0.344617223739624,0.014372938770752037,0.027382785081863426
[omim]__[TFES]__R23__298.1__1.0007,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,1.0007,0.2680000066757202,0.23899568021297452,0.006023320174770751,0.0290043264627457
[omim]__[TFES]__R23__298.1__0.7506,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,0.7506,0.2090000063180923,0.19272168576717377,0.004972861805615023,0.016278320550918518
[omim]__[TFES]__R23__298.1__0.4999,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,0.4999,0.1449999958276748,0.14035025835037226,0.00820565962431452,0.004649737477302546
[omim]__[TFES]__R23__298.1__0.25,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,0.25,0.0750000029802322,0.07937284708023067,0.002646885763277769,0.004372844099998469
[omim]__[TFES]__R23__298.1__0.1001,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,0.1001,0.0299999993294477,0.04168803617358204,0.006528200763759951,0.011688036844134341
[omim]__[TFES]__R23__298.1__0.0501,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,298.1,0.0501,0.0140000004321336,0.025019276887178376,0.005568647406429424,0.011019276455044776
[omim]__[TFES]__R23__323.2__0.0524,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.2,0.0524,0.0080000003799796,0.026258022338151877,0.004090937300505951,0.018258021958172277
[omim]__[TFES]__R23__323.2__0.1004,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.2,0.1004,0.0179999992251396,0.03910208418965336,0.005106757166681148,0.021102084964513757
[omim]__[TFES]__R23__323.1__0.2527,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,0.2527,0.0489999987185001,0.057212668657302804,0.002650223695364151,0.008212669938802701
[omim]__[TFES]__R23__323.2__0.5008,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.2,0.5008,0.0970000028610229,0.09156191796064375,0.008300990011975495,0.005438084900379142
[omim]__[TFES]__R23__323.1__0.7501,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,0.7501,0.1420000046491623,0.12299342751502984,0.008220322256765502,0.019006577134132452
[omim]__[TFES]__R23__323.1__1.0011,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,1.0011,0.1840000003576278,0.15315244793891905,0.009131397089995615,0.030847552418708762
[omim]__[TFES]__R23__323.1__1.2504,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,1.2504,0.2240000069141388,0.18164577484130856,0.011929724231202848,0.042354232072830234
[omim]__[TFES]__R23__323.2__1.4996,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.2,1.4996,0.2590000033378601,0.21611713171005248,0.0163960002063091,0.04288287162780763
[omim]__[TFES]__R23__323.1__1.7504,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,1.7504,0.2939999997615814,0.260724151134491,0.022936803577133603,0.03327584862709043
[omim]__[TFES]__R23__323.1__2.0007,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,2.0007,0.328000009059906,0.3151129186153412,0.028894308771573098,0.01288709044456482
[omim]__[TFES]__R23__323.2__1.7506,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.2,1.7506,0.2939999997615814,0.26030912101268766,0.02297271975403797,0.03369087874889376
[omim]__[TFES]__R23__323.1__1.5009,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,1.5009,0.2619999945163727,0.21668489277362818,0.016420075588654246,0.0453151017427445
[omim]__[TFES]__R23__323.2__1.2506,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.2,1.2506,0.2240000069141388,0.18136686086654658,0.011935340786826142,0.04263314604759222
[omim]__[TFES]__R23__323.1__1.0014,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,1.0014,0.1829999983310699,0.15318577885627738,0.009133923633100166,0.029814219474792514
[omim]__[TFES]__R23__323.1__0.7509,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,0.7509,0.1420000046491623,0.1230900183320045,0.008214701979570627,0.01890998631715779
[omim]__[TFES]__R23__323.1__0.5002,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,0.5002,0.0970000028610229,0.09163018316030498,0.008310905266330021,0.005369819700717912
[omim]__[TFES]__R23__323.1__0.2507,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,0.2507,0.0480000004172325,0.056983833014965,0.002621864619285248,0.0089838325977325
[omim]__[TFES]__R23__323.1__0.1001,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,0.1001,0.0170000009238719,0.03904428109526628,0.005113946170619356,0.02204428017139438
[omim]__[TFES]__R23__323.1__0.0511,Split_B,B1,Mthermo,omim,TFES,TFES,anion,R23,323.1,0.0511,0.0070000002160668,0.02584843114018434,0.004056660588290282,0.018848430924117542
[dmim]__[TFES]__R32__298.15__0.0096,Split_B,B1,Mthermo,dmim,TFES,TFES,anion,R32,298.15,0.0096,0.006000000052154,0.025532292388379542,0.01283158700971999,0.01953229233622554
[dmim]__[TFES]__R32__298.15__0.0995,Split_B,B1,Mthermo,dmim,TFES,TFES,anion,R32,298.15,0.0995,0.0740000009536743,0.07452989518642422,0.015076555080869683,0.0005298942327499195
[dmim]__[TFES]__R32__298.15__0.251,Split_B,B1,Mthermo,dmim,TFES,TFES,anion,R32,298.15,0.251,0.1790000051259994,0.19384275674819945,0.015687920601991368,0.014842751622200057
[dmim]__[TFES]__R32__298.15__0.3997,Split_B,B1,Mthermo,dmim,TFES,TFES,anion,R32,298.15,0.3997,0.2730000019073486,0.303934246301651,0.0072176592304465555,0.030934244394302424
[dmim]__[TFES]__R32__298.15__0.5481,Split_B,B1,Mthermo,dmim,TFES,TFES,anion,R32,298.15,0.5481,0.3569999933242798,0.38929045796394346,0.00856719815686308,0.032290464639663674
[dmim]__[TFES]__R32__298.15__0.7001,Split_B,B1,Mthermo,dmim,TFES,TFES,anion,R32,298.15,0.7001,0.4329999983310699,0.4584472894668579,0.01198741505552472,0.02544729113578803
[dmim]__[TFES]__R32__298.15__0.85,Split_B,B1,Mthermo,dmim,TFES,TFES,anion,R32,298.15,0.85,0.503000020980835,0.5187677383422852,0.016040606596141947,0.015767717361450218
[dmim]__[TFES]__R32__298.15__1.001,Split_B,B1,Mthermo,dmim,TFES,TFES,anion,R32,298.15,1.001,0.5690000057220459,0.5765056371688843,0.01882605256949933,0.007505631446838357
[empy]__[PFBS]__R32__303.15__0.0294,Split_B,B1,Mthermo,empy,PFBS,PFBS,anion,R32,303.15,0.0294,0.0248000007122755,0.03545642178505654,0.014299778810158165,0.01065642107278104
[empy]__[PFBS]__R32__303.15__0.0928,Split_B,B1,Mthermo,empy,PFBS,PFBS,anion,R32,303.15,0.0928,0.0834000036120414,0.07169966921210283,0.016971688130223962,0.011700334399938575
[empy]__[PFBS]__R32__303.15__0.2102,Split_B,B1,Mthermo,empy,PFBS,PFBS,anion,R32,303.15,0.2102,0.1772000044584274,0.16065355241298676,0.013191762333620457,0.01654645204544064
[empy]__[PFBS]__R32__303.15__0.2507,Split_B,B1,Mthermo,empy,PFBS,PFBS,anion,R32,303.15,0.2507,0.2002999931573867,0.1915461629629135,0.009901760876915222,0.008753830194473206
[empy]__[PFBS]__R32__303.15__0.3221,Split_B,B1,Mthermo,empy,PFBS,PFBS,anion,R32,303.15,0.3221,0.2506999969482422,0.24202193319797516,0.00739137630849056,0.008678063750267029
[empy]__[PFBS]__R32__303.15__0.3539,Split_B,B1,Mthermo,empy,PFBS,PFBS,anion,R32,303.15,0.3539,0.2666000127792358,0.2622664153575897,0.007811924870076204,0.004333597421646074
[empy]__[PFBS]__R32__303.15__0.4248,Split_B,B1,Mthermo,empy,PFBS,PFBS,anion,R32,303.15,0.4248,0.3095999956130981,0.3055886387825012,0.009253015482255237,0.0040113568305968905
[empy]__[PFBS]__R32__303.15__0.4277,Split_B,B1,Mthermo,empy,PFBS,PFBS,anion,R32,303.15,0.4277,0.313400000333786,0.30733829736709595,0.009315086112346768,0.0060617029666900635
